,bath,bed,furnished,price,size,street,where
9345,1.0,1.0,0,1400,,114-11 Rockaway Beach Boulevard #4D,Rockaway All
9346,1.0,2.0,0,1995,,645 Ocean Avenue #8F,Flatbush
9347,1.0,2.0,0,3200,,3 Clinton Street #10,Lower East Side
9348,1.0,2.0,0,3495,,1167 Second Avenue #3N,Lenox Hill
9349,1.0,3.0,0,3100,,119 East 96th Street #10,Carnegie Hill
9350,,1.0,1,3700,750,61 West 62nd Street #23H,Lincoln Square
9351,1.0,1.0,0,3500,,303 West 107th Street #3,Upper West Side
9352,1.0,3.0,0,2750,,720 West 172nd Street #4C,Washington Heights
9353,1.0,1.0,0,3900,708,350 West 43rd Street #36C,Midtown West
9354,3.5,3.0,0,30000,2993,505 West 19th Street #7W,West Chelsea
9355,2.0,3.0,0,4950,1500,138 Hoyt Street #3,Boerum Hill
9356,1.0,1.0,0,1595,,210 Putnam Avenue #B2,Bedford-Stuyvesant
9357,1.0,,0,2495,425,110 East 36th Street #8E,Murray Hill
9358,1.0,,0,2895,,11 E 88th Street #3R,Carnegie Hill
9359,1.0,2.0,0,2900,,241 E. 73rd Street #2E,Upper East Side
9360,1.0,1.0,0,2650,,341 W 45th Street #510,Midtown West
9361,1.0,2.0,0,3495,,341 W 45th Street #111,Midtown West
9362,1.0,2.0,0,3500,835,1641 3rd Avenue #3G,Yorkville
9363,2.0,1.0,0,7000,1206,641 Fifth Avenue #26F,Midtown
9364,1.0,1.0,0,3250,750,300 East 40th Street #20V,Murray Hill
9365,1.0,,0,1750,,218 East 85th #5RW,Yorkville
9366,1.0,2.0,0,4800,1200,28 Eighth Avenue #2,Park Slope
9367,1.0,1.0,0,2695,645,454 Manhattan Avenue #5N,Central Harlem
9368,1.0,1.0,0,2150,720,62-54 97 Place #16L,Rego Park
9369,1.0,1.5,0,3000,900,85.5 Summit #2,Columbia St Waterfront District
9370,1.0,1.0,0,3950,,88 Greenwich Street #3404,Financial District
9371,1.0,2.0,0,2200,,1236 Pacific Street #4G,Crown Heights
9372,1.0,3.0,0,2700,,1236 Pacific Street #2F,Crown Heights
9373,1.0,,0,1300,,2400 Nostrand Avenue #3D,Midwood
9374,1.5,3.0,0,5100,,304 East 86 #5,Yorkville
9375,1.0,,0,2900,,415 West 22nd Street #4D,West Chelsea
9376,1.5,1.0,0,3733,,342 East 85th Street #1,Yorkville
9377,1.0,1.0,0,3695,814,102 Havemeyer Street #3B,Williamsburg
9378,1.0,,0,2475,,490 Myrtle Avenue #5N,Clinton Hill
9379,1.0,,0,2600,,490 Myrtle Avenue #2O,Clinton Hill
9380,1.0,2.0,0,2199,900,413 Himrod Street #2R,Bushwick
9381,2.0,2.0,0,14500,2150,25 North Moore Street #9B,Tribeca
9382,1.0,,1,2275,,423 East 12th Street #3E,East Village
9383,1.0,,0,2950,,245 East 63rd Street #1223,Lenox Hill
9384,1.0,1.0,0,3631,818,95 Wall Street #1423,Financial District
9385,1.0,1.0,0,2295,,514 W.48th #3B,Midtown West
9386,1.5,2.0,0,3100,900,327 E. 116th Street #1,East Harlem
9387,1.0,2.0,0,2750,939,41-08 Queens Boulevard #4D,Sunnyside
9388,1.0,1.0,0,2600,,605 E 11th Street #1,East Village
9389,3.0,2.0,0,6600,1226,323 West 96th Street #PH4,Upper West Side
9390,1.0,1.0,0,3700,681,323 West 96th Street #814,Upper West Side
9391,1.0,1.0,0,3350,693,323 West 96th Street #404,Upper West Side
9392,1.0,1.0,0,2695,,796 9th Avenue #9,Midtown West
9393,1.0,1.0,0,3250,645,323 West 96th Street #708,Upper West Side
9394,,1.0,1,3800,725,58 West 58th Street #9F,Midtown
9395,1.0,1.0,0,3489,,212 West 91st Street #1032,Upper West Side
9396,1.0,1.0,0,3250,645,323 West 96th Street #708,Upper West Side
9397,1.0,1.0,0,3250,652,323 West 96th Street #601,Upper West Side
9398,1.0,,0,2700,550,323 West 96th Street SUITE-1,Upper West Side
9399,1.0,2.0,0,2500,,302 East 94 #4,Yorkville
9400,1.0,2.0,0,3100,,392 East 10th Street #2E,East Village
9401,1.0,,0,1750,,236 East 7th Street #2C,East Village
9402,1.0,,0,1150,,75 W. Mosholu Pkwy. N. #1A,Norwood
9403,1.0,1.0,0,2450,,124 Lincoln Place #3B,Park Slope
9404,,3.0,1,2500,800,565 W 181 #1RW,Fort George
9405,1.0,1.0,0,3300,813,2300 Frederick Douglass Boulevard #9A,Central Harlem
9406,1.0,2.0,0,4000,,46 1st Place #3,Carroll Gardens
9407,1.0,1.0,0,4195,950,50 West 86th Street #A3,Upper West Side
9408,1.0,1.0,0,2900,740,108-20 71st Avenue #16A,Forest Hills
9409,1.0,1.0,0,3354,763,10 Stuyvesant Oval #11E,Stuyvesant Town/PCV
9410,1.0,1.0,0,2000,,451 45th Street #2,Sunset Park
9411,1.0,2.0,0,2300,770,446 Suydam Street #1L,Bushwick
9412,1.0,1.0,0,2750,,378 Baltic Street #11B,Boerum Hill
9413,1.0,1.0,0,3495,715,310 West 52nd Street #3J,Midtown West
9414,1.0,1.0,0,3395,615,230 West 55th Street #20G,Midtown
9415,1.0,1.0,0,2500,692,234 West 148th Street #6E,Central Harlem
9416,1.0,1.0,0,3445,640,230 West 55th Street #15C,Midtown
9417,1.0,1.0,0,2950,565,200 East 89th Street #21D,Yorkville
9418,1.5,3.0,0,5000,,90 Beekman Street #5C,Fulton/Seaport
9419,1.0,,0,3700,575,140 Charles Street #14B,West Village
9420,1.0,1.0,0,3175,,225 E 6 #5E,East Village
9421,1.0,1.0,0,3200,,245 East 63rd Street #814,Lenox Hill
9422,1.0,3.0,0,3300,1250,590 Fort Washington Avenue #3H,Hudson Heights
9423,1.0,1.0,0,2085,,334 W 37th Street #5B,Midtown West
9424,1.0,1.5,0,1650,750,325 46th Street ,Sunset Park
9425,1.0,2.0,0,1700,,112 Tudor Place #3F,Concourse
9426,1.5,3.0,0,3100,,381 Onderdonk Avenue #6,Ridgewood
9427,1.0,2.0,0,3099,,300 W 49 #205,Midtown West
9428,1.0,2.0,0,3610,,200 E 30 #8H,Kips Bay
9429,1.0,2.0,0,2150,,110 Seaman Avenue #6A,Inwood
9430,,5.0,1,32500,4200,352 West 20th Street #TH,Chelsea
9431,1.0,1.0,0,2950,,445 E 77 #4R,Upper East Side
9432,1.0,1.0,0,1300,,112 Tudor Place #1H,Concourse
9433,1.0,1.0,0,1175,,636 Wales Avenue #12,Woodstock
9434,1.0,,0,2100,,326 East 82nd #1D,Yorkville
9435,2.0,4.0,0,5200,800,346 E 13th Street #13,East Village
9436,1.0,1.0,0,2225,,309 West 109th Street #6I,Upper West Side
9437,1.0,1.0,0,2350,,661 Putnam Avenue #3,Stuyvesant Heights
9438,1.0,3.0,0,2500,1200,18-19 Palmetto #2,Bushwick
9439,1.0,1.0,0,3150,,505 Court Street #8A,Carroll Gardens
9440,1.0,,0,2550,,560 West 43rd Street #9B,Midtown West
9441,1.0,,0,2550,,560 West 43rd Street #9L,Midtown West
9442,1.0,2.0,0,2700,,1072 Lorimer Street #11,Greenpoint
9443,1.0,1.0,0,2100,505,456 West 167th Street #5H,Washington Heights
9444,1.0,1.0,0,2600,,207 Sullivan Street #1,Greenwich Village
9445,1.0,1.0,0,5300,,24 Fifth Avenue #1412A,Greenwich Village
9446,1.5,2.0,0,4800,,201 East 36th Street #11A,Murray Hill
9447,1.0,2.0,0,2600,,4230 Broadway #B2,Washington Heights
9448,1.0,2.0,0,2499,,112 Madison Street #3,Two Bridges
9449,1.0,1.0,0,3230,,4720 Center Boulevard #1507,Hunters Point
9450,1.0,1.0,0,3000,,400 East 74th Street #20,Upper East Side
9451,2.5,1.0,0,5800,1795,88 South 1st Street #1A,Williamsburg
9452,1.0,1.0,0,3230,,4720 Center Boulevard #1507,Hunters Point
9453,1.0,1.0,0,3380,,4615 Center Boulevard #4003,Hunters Point
9454,1.0,,0,2865,,4610 Center Boulevard #1808,Hunters Point
9455,1.0,1.0,0,3590,,2 Gold Street #3113,Financial District
9456,1.0,1.0,0,2700,,74 Douglass Street #2F,Boerum Hill
9457,1.0,2.0,0,1850,,1198 Ocean Avenue #12,Ditmas Park
9458,1.0,2.0,0,4950,,301 Hicks Street #3,Brooklyn Heights
9459,1.0,1.0,0,3895,,40 East 98th Street #8G,Carnegie Hill
9460,2.0,2.0,0,4350,1200,228 Henry Street #5,Brooklyn Heights
9461,1.0,2.0,0,2095,,260 Audubon Avenue #25A,Washington Heights
9462,1.0,1.0,0,2350,600,107 East 2nd Street #12,East Village
9463,1.0,1.0,0,3900,801,333 West 56th Street #6B,Midtown West
9464,1.0,,0,1650,450,213 E118th Street #1,East Harlem
9465,1.0,2.0,0,2900,800,326 12th Street #1L,Park Slope
9466,1.0,1.0,0,3350,677,125 Court Street #2IN,Downtown Brooklyn
9467,1.0,2.0,0,2800,,322 East 82nd #2A,Yorkville
9468,1.0,,0,1700,,1317 First Avenue #2B,Lenox Hill
9469,2.0,2.0,0,3000,,601 W 149th Street #67,Hamilton Heights
9470,1.0,,0,3130,464,189 West 89th Street #11F,Upper West Side
9471,1.0,1.0,0,3300,,70 East 12th Street #10A,East Village
9472,1.0,1.0,0,3725,,327 East 34th Street #5D,Murray Hill
9473,1.0,1.0,0,3050,,245 East 84th Street #5C,Yorkville
9474,1.0,1.0,0,2950,,104 East 31st Street #6D,Midtown South
9475,1.0,0.0,0,2100,,320 East 9th Street #101,East Village
9476,1.0,1.0,0,2850,,241 East 86th Street #10F,Yorkville
9477,1.0,1.0,0,3500,691,2 South End Avenue #2G,Battery Park City
9478,1.0,1.0,0,3695,,2 Water Street #16B,Financial District
9479,1.0,1.0,0,2400,,123 Parkside Avenue #3J,Prospect Park South
9480,1.0,1.0,0,2000,900,590 Monroe Street #1,Stuyvesant Heights
9481,1.0,2.0,0,1575,,2995 Botanical Square #5L,Bedford Park
9482,1.0,2.0,0,1550,,2079 Wallace #163,Bronxdale
9483,1.0,2.0,0,1870,,729 Quincy Street #4,Stuyvesant Heights
9484,1.0,1.0,0,1650,,622 W 141st Street #1F,Hamilton Heights
9485,1.0,1.0,0,2400,,354 State Street #1D,Boerum Hill
9486,1.0,2.0,0,3200,,13 Saint Marks Place #6F,East Village
9487,1.0,2.0,0,6750,,240 Central Park South #11R,Central Park South
9488,1.0,,0,1725,,519 East 81st Street #A,Yorkville
9489,2.0,3.0,0,2600,1600,150-05 Union Tpke #B16,Kew Gardens Hills
9490,1.0,1.0,0,3100,,310-312 West 53rd Street #5D,Midtown West
9491,1.0,,0,4300,771,650 Sixth Avenue #5D,Flatiron
9492,2.0,2.0,0,8995,,125 West 31st Street #PHF,Midtown South
9493,1.0,1.0,0,2311,,83-30 Kew Gardens Rd #2P,Kew Gardens
9494,2.0,2.0,0,3917,844,490 Myrtle Avenue #2P,Clinton Hill
9495,1.0,1.0,0,2300,,1700 Second Avenue #7,Yorkville
9496,1.0,2.0,0,3400,650,200 Rector Place #18D,Battery Park City
9497,1.0,2.0,0,2300,,62 Bainbridge Street #3FLR,Stuyvesant Heights
9498,2.5,2.0,0,7950,1428,160 West 66th Street #42D,Lincoln Square
9499,1.0,,0,4350,901,360 Furman Street #1028,Brooklyn Heights
9500,1.0,,0,2895,515,240 Central Park South #7E,Central Park South
9501,2.0,2.0,0,13500,1515,44 Mercer Street #5,Soho
9502,1.5,1.5,0,6500,1640,165 West 18th Street #1B,Chelsea
9503,1.0,2.0,0,4295,,636 East 11th Street #3G,East Village
9504,1.0,2.0,0,1800,,142-20 84 Drive #2J,Briarwood
9505,1.0,,0,2100,,35 Morningside Avenue #3,Central Harlem
9506,2.0,,1,3600,,341 West 71st Street #10,Lincoln Square
9507,1.0,,1,2400,,223 East 78th Street #2C,Upper East Side
9508,1.0,1.0,0,3575,,110 W 86th Street #3E,Upper West Side
9509,1.0,,0,4100,500,14 Horatio Street #1H,West Village
9510,1.0,,1,2399,,237 E 88th Street #403,Yorkville
9511,1.0,2.0,0,3300,,134 W 46th Street #5A,Midtown
9512,1.0,1.0,0,4300,708,240 Central Park South #18E,Central Park South
9513,1.0,3.0,0,2675,,1209 Bushwick Avenue #B12,Bushwick
9514,1.0,1.0,0,3200,750,245 East 72nd Street #7E,Upper East Side
9515,1.5,2.0,0,2435,,657 Quincy Street #1F,Stuyvesant Heights
9516,1.0,0.0,0,3350,669,75 Wall Street #21E,Financial District
9517,1.0,2.0,0,2156,,336 Chauncey Street #3A,Stuyvesant Heights
9518,1.0,1.0,0,4200,,532 East 5th Street #1F,East Village
9519,1.0,1.0,0,1600,,172-90 Highland Avenue #1R,Jamaica Estates
9520,1.0,1.0,0,2315,,425 Grand Avenue #2E,Clinton Hill
9521,3.0,3.0,0,11370,1789,400 West 63rd Street #2102,Lincoln Square
9522,1.0,1.0,0,1600,,172-90 Highland Avenue #1R,Jamaica Estates
9523,1.0,3.0,0,2325,,233 Eldert Street #3B,Bushwick
9524,2.0,4.0,0,2850,,275 Hull Street #3A,Ocean Hill
9525,1.0,,0,1895,,208 East 88th Street #2D,Yorkville
9526,,2.0,1,6800,1205,55 Wall Street #945,Financial District
9527,1.0,1.0,0,3700,705,350 West 43rd Street #10A,Midtown West
9528,1.0,1.0,0,3800,705,350 West 43rd Street #20A,Midtown West
9529,1.0,,0,2680,,45 Wall Street #2519,Financial District
9530,1.0,,1,2350,,2145 Second Avenue #5A,East Harlem
9531,1.0,1.0,0,2350,,2145 Second Avenue #3B,East Harlem
9532,,1.0,1,5900,953,305 East 51st Street #12D,Turtle Bay
9533,2.0,2.0,0,4795,,620 West 143rd Street #PHC,Hamilton Heights
9534,2.0,2.0,0,2405,,482 Franklin Avenue #4A,Bedford-Stuyvesant
9535,2.0,2.0,0,7000,,22 N 6th Street #7S,Williamsburg
9536,1.0,1.0,0,2895,,620 West 143rd Street #6A,Hamilton Heights
9537,1.0,1.0,0,2550,800,620 West 143rd Street #2F,Hamilton Heights
9538,1.0,,1,5450,,138 East 30th Street #2,Kips Bay
9539,1.0,1.0,0,3046,643,420 West 42nd Street #11G,Midtown West
9540,1.0,,0,2257,367,850 Amsterdam Avenue #13E,Manhattan Valley
9541,1.0,,0,2600,540,445 Fifth Avenue #20E,Midtown South
9542,1.0,2.0,0,2495,,801 Neill Avenue #21G,Pelham Parkway
9543,1.0,,0,3550,881,37 Wall Street #23T,Financial District
9544,1.0,3.0,0,2750,,50-46 45th Street #2,Sunnyside
9545,1.0,2.0,0,4500,,155 Luquer Street #2,Carroll Gardens
9546,2.0,4.0,0,7895,,358 Greenwich Street #THB,Tribeca
9547,1.0,1.0,0,1975,,308 East 93rd Street #JM1A,Yorkville
9548,2.0,2.0,0,3600,1000,1677 Lexington Avenue #3G,East Harlem
9549,,2.0,1,6800,1124,135 West 52nd Street #12B,Midtown
9550,1.0,1.0,0,1975,,308 East 93rd Street #JM1A,Yorkville
9551,1.0,,0,1180,,351 W 29 #16,Chelsea
9552,1.0,1.0,0,2950,,45 Tudor City Place #2015,Turtle Bay
9553,1.0,1.0,0,2700,,143 N9th Street #3,Williamsburg
9554,1.0,1.0,0,1795,640,84-47 118th Street #6B,Kew Gardens
9555,1.0,3.0,0,3400,,244 West 64th Street #4A,Lincoln Square
9556,1.0,1.0,0,1895,750,43-33 46th Street #2B,Sunnyside
9557,1.0,2.0,0,2500,,67-25 Dartmouth Street #6D,Forest Hills
9558,1.0,3.0,0,2499,,1209 Bushwick Avenue #B8,Bushwick
9559,1.0,3.0,0,5295,,40 Harrison Street #6N,Tribeca
9560,1.0,2.0,0,2400,1000,117 Bainbridge #3,Stuyvesant Heights
9561,1.0,1.0,0,1999,750,822 Knickerbocker Avenue #1FL,Bushwick
9562,1.0,,0,3050,,301 Elizabeth Street #1113,Noho
9563,1.0,1.0,0,4595,800,200 North End Avenue #5D,Battery Park City
9564,1.0,1.0,0,2695,758,796 9th Avenue #9,Midtown West
9565,2.0,2.0,0,7500,,112 East 17th Street #1E,Gramercy Park
9566,1.0,1.0,0,3200,,55 Greenwich Avenue #7,West Village
9567,3.0,3.0,0,12500,1587,2 River Terrace #19A,Battery Park City
9568,2.0,2.0,0,7500,1216,311 East 11th Street #PH1C,East Village
9569,2.0,3.0,0,5450,,136 Hicks Street #2B,Brooklyn Heights
9570,1.0,2.0,0,2200,,320 Empire Boulevard #20E,Prospect Lefferts Gardens
9571,1.0,2.0,0,4495,,80 North Moore Street #8013F,Tribeca
9572,1.5,1.0,0,4495,,310 Greenwich Street 310-10E,Tribeca
9573,1.0,2.0,0,4695,,310 Greenwich Street 310-24K,Tribeca
9574,1.0,,0,1900,,319 E 73rd #5B,Upper East Side
9575,1.0,,0,2250,,333 E 75th Street #1B,Upper East Side
9576,1.0,1.0,0,3523,700,2 Gold Street #4005,Financial District
9577,1.0,1.0,0,4334,,101 West 15th Street #223,Chelsea
9578,1.0,1.0,0,2550,800,413 West 47th Street #4B,Midtown West
9579,2.0,2.0,0,4500,1334,306 Gold Street #20F,Downtown Brooklyn
9580,1.0,,0,1975,300,25 Tudor City Place #1703,Murray Hill
9581,1.5,2.0,0,2550,,51 Monroe Street #14,Two Bridges
9582,1.0,1.0,0,2095,,25-74 33rd Street #1C,Astoria
9583,1.0,,0,1725,,25-74 33rd Street #6H,Astoria
9584,1.0,1.0,0,1950,975,570 Westminster Road #E32,Ditmas Park
9585,1.0,1.0,0,2495,,414 West 49th Street #1B,Midtown West
9586,1.0,1.0,0,2200,,201 West 120th Street #6D,Central Harlem
9587,1.5,1.0,0,1700,,1495 Saint Nicholas Avenue #2,Fort George
9588,1.0,,0,1650,,337 West 138th Street #6A,Hamilton Heights
9589,1.0,3.0,0,3295,,239 W 107th Street #3E,Manhattan Valley
9590,1.0,,0,3133,,20 Park Avenue #6F,Murray Hill
9591,2.5,2.0,0,6995,1255,250 East 54th Street #33B,Midtown East
9592,1.0,,0,1650,,337 West 138th Street #6A,Hamilton Heights
9593,1.0,3.0,0,3295,,239 W 107th Street #3E,Manhattan Valley
9594,1.0,1.0,0,1650,,37-58 81st Street #3B,Jackson Heights
9595,2.0,2.0,0,4200,1900,222 Jefferson Avenue #1,Bedford-Stuyvesant
9596,1.0,2.0,0,2800,900,1004 Bergen Street #1,Crown Heights
9597,1.0,3.0,0,2800,,1825 Palmetto Street #3,Ridgewood
9598,1.0,3.0,0,2800,,18-25 Palmetto Street #3,Bushwick
9599,1.0,,1,3800,,18 West 48th Street #6C,Midtown
9600,1.0,0.0,0,2950,,77 Fifth Avenue #2C,Flatiron
9601,1.0,2.0,0,1950,,361 Nostrand Avenue #2,Bedford-Stuyvesant
9602,1.0,2.0,0,3575,,270 West 12th Street #5C,West Village
9603,2.0,2.0,0,7575,1129,800 6th Avenue #30F,NoMad
9604,1.0,,0,1849,450,245 East 124th Street #7B,East Harlem
9605,2.0,2.0,0,5895,,101 West 55th Street #805,Midtown
9606,1.0,1.0,0,4835,697,800 6th Avenue #28C,NoMad
9607,1.0,1.0,0,3705,658,505 W. 54th Street #PH14,Midtown West
9608,1.0,,0,1300,,902 Greene Avenue #2,Stuyvesant Heights
9609,1.0,,1,2475,,237 Sullivan Street #1E,Greenwich Village
9610,1.0,1.5,0,2800,,98 Berry Street #4F,Williamsburg
9611,1.0,3.0,0,3600,,1257 Park Avenue #5R,Carnegie Hill
9612,1.0,,1,3800,,18 West 48th Street #4C,Midtown
9613,2.0,2.0,0,4200,1022,60 Duffield Street #PHK,Brooklyn
9614,1.0,1.0,0,2975,,228 West 4th Street #5,West Village
9615,1.0,,0,3750,570,240 Central Park South #7G,Central Park South
9616,1.0,2.0,0,1900,,22-73 41st Street #10,Astoria
9617,1.0,3.0,0,3000,1200,467 Troutman Street #2E,Bushwick
9618,1.0,1.0,0,2495,,514 West 50th Street #4RE,Midtown West
9619,2.5,3.0,0,19750,2064,30 West 63rd Street #20FGH,Lincoln Square
9620,1.0,3.0,0,3000,1200,467 Troutman Street #2E,Bushwick
9621,1.0,1.0,0,4250,849,1965 Broadway #17C,Lincoln Square
9622,2.0,2.0,0,3500,800,224 East 11th Street #GR,East Village
9623,1.0,1.0,0,2495,,645 2nd Avenue #5,Murray Hill
9624,1.0,2.0,0,2300,,921 Lorimer Street #1,Greenpoint
9625,2.0,2.0,0,5000,,106 Bergen Street #1,Boerum Hill
9626,1.0,2.0,0,3437,650,339 E. 12th Street #4A,East Village
9627,1.0,2.0,0,1750,,2060 Anthony Avenue #1G,Tremont
9628,1.0,,0,1875,,403 W 39th Street #5DAK,Midtown West
9629,2.0,2.0,0,6500,1312,215 West 90th Street #8F,Upper West Side
9630,1.0,2.0,0,2475,,249 13th Street #21,Park Slope
9631,1.0,,0,1775,,32-06 47th Street #1I,Long Island City
9632,1.0,1.0,0,2700,,74 Douglass Street #2F,Boerum Hill
9633,1.0,1.0,0,1999,860,1135 Pelham Parkway North #6C,Pelham Gardens
9634,1.0,1.0,0,3350,405,139 North 10th Street #5D,Williamsburg
9635,1.0,1.0,0,3939,831,245 East 80th Street #9D,Yorkville
9636,1.0,,0,2375,357,4 Park Avenue #6U,Midtown South
9637,1.0,1.0,0,3000,409,134 East 22nd Street #608,Gramercy Park
9638,,3.0,0,2500,,2486 Valentine Avenue #5A,Fordham
9639,1.0,1.5,0,2753,900,283 Devoe Street #3L,East Williamsburg
9640,2.0,4.0,0,2850,,275 Hull Street #2A,Ocean Hill
9641,1.0,2.0,0,6400,,95 Christopher Street #4I,West Village
9642,1.0,1.0,0,1650,,610 W 145th Street #L5,Hamilton Heights
9643,2.0,3.0,0,2599,1200,204 Kearney #2ND,Throgs Neck
9644,1.0,2.0,0,4950,,1 Bank Street #1M,West Village
9645,1.0,1.0,0,3250,,39 W 88th Street #2C,Upper West Side
9646,1.0,1.0,0,2700,,238 East 106th Street #4E,East Harlem
9647,1.0,2.0,0,2100,,1275 Nostrand Avenue #2L,Prospect Lefferts Gardens
9648,1.0,1.0,0,3350,650,205 N 9th Street #4R,Williamsburg
9649,1.0,3.0,0,4000,,233 West 83rd Street #3D,Upper West Side
9650,1.0,2.0,0,1800,,271 W 146th Street #6,Central Harlem
9651,1.0,,0,1690,650,64-05 Yellowstone Boulevard #PH517,Forest Hills
9652,2.0,3.0,0,7895,1800,79 Reade Street #4B,Tribeca
9653,1.0,,0,3125,,56 Henry Street #602,Two Bridges
9654,1.0,2.0,0,2100,,258 East 5th Street #2,Kensington
9655,1.0,2.0,0,1895,,411 Rogers Avenue #3R,Prospect Lefferts Gardens
9656,1.0,1.0,0,3395,,162 North 12th #3A,Williamsburg
9657,1.0,2.0,0,3195,,94 Avenue a #3,East Village
9658,2.0,2.0,0,11000,1600,525 Park Avenue #3B,Lenox Hill
9659,1.0,2.0,0,2800,900,696 Eastern Parkway #3,Crown Heights
9660,1.0,1.0,0,3999,832,15 William Street #33C,Financial District
9661,1.0,2.0,0,2499,,570 7th Avenue #2R,Greenwood
9662,1.0,2.0,0,2800,900,696 Eastern Parkway #3,Crown Heights
9663,1.0,1.0,0,2295,550,19 Stuyvesant Street #BB,East Village
9664,1.0,2.0,0,2650,,155 S 2nd Street #12,Williamsburg
9665,1.0,,0,2595,427,225 Schermerhorn Street #17D,Downtown Brooklyn
9666,1.0,1.0,0,1150,600,1404 Noble Avenue #5K,Soundview
9667,1.0,1.0,0,1575,675,4219 18th Avenue #D6,Kensington
9668,1.0,1.0,0,3395,,110 Green Street #A606,Greenpoint
9669,1.0,1.0,0,3895,,220 West 15th Street #3A,Chelsea
9670,1.0,,0,11139,900,906 2nd Avenue #RETAIL,Turtle Bay
9671,1.0,1.0,0,3900,,40 East 65th Street #2R,Lenox Hill
9672,1.0,4.0,0,6352,,245 East 30th Street #42,Kips Bay
9673,1.0,1.0,0,2275,,210 East 84th Street #2A,Yorkville
9674,1.0,1.0,0,2888,,1735 York Avenue #5H,Yorkville
9675,1.0,,0,2765,,175 East 96th Street #10M,Carnegie Hill
9676,1.0,1.0,0,2275,,210 East 84th Street #2A,Yorkville
9677,1.0,1.0,0,2275,,306 E 6th Street #5,East Village
9678,1.0,1.0,0,3046,620,60 Duffield Street #PHH,Brooklyn
9679,1.0,,0,2769,460,60 Duffield Street #PHC,Brooklyn
9680,1.0,1.0,0,2954,610,60 Duffield Street #9C,Brooklyn
9681,2.0,2.0,0,4200,900,60 Duffield Street #10E,Brooklyn
9682,1.0,,0,2000,,648 Kosciuszko Street #2A,Bushwick
9683,1.0,1.0,0,1850,,22-73 41st Street #17,Astoria
9684,1.0,,0,2700,,16 Jane Street #4FL,West Village
9685,1.0,1.0,0,2100,,425 East 63rd Street #E6K,Lenox Hill
9686,1.0,1.0,0,3295,,121 Reade Street #9G,Tribeca
9687,1.0,,0,3495,,130 W. 15th Street #3685,Chelsea
9688,1.0,1.0,0,3800,733,350 West 43rd Street #25D,Midtown West
9689,1.5,1.0,0,5432,,393 West End Avenue #4E,Upper West Side
9690,1.0,1.0,0,3300,,205 North 9th Street #3T,Williamsburg
9691,2.0,2.0,0,6000,1069,524 Manhattan Avenue #7,Greenpoint
9692,1.0,1.0,0,1700,,211 Saint James Place #3C,Clinton Hill
9693,1.0,1.0,0,2400,,211 Saint James Place #3B,Clinton Hill
9694,1.0,1.0,0,3900,,220 W 15th Street #3A,Chelsea
9695,1.0,,1,4600,,350 West 57th Street #12I,Midtown West
9696,1.0,1.0,0,3382,746,260 West 54th Street #22D,Midtown
9697,1.0,,0,2865,556,260 West 54th Street #21H,Midtown
9698,1.0,2.0,0,1700,900,71-73 W 174th Street #733F,Morris Heights
9699,1.0,,0,2250,,41-07 Crescent Street #3D,Long Island City
9700,1.0,,0,2475,,162 West 80th Street #2K,Upper West Side
9701,1.0,2.0,0,2200,,540-546 West 180th #51,Washington Heights
9702,1.0,0.0,0,2200,,259 East 10th Street #12,
9703,1.0,,0,2723,,222 East 39th Street #7J,Murray Hill
9704,1.0,,1,2900,,300 East 52nd Street #475,Turtle Bay
9705,1.0,1.0,0,2500,,260 Decatur Street #3,Stuyvesant Heights
9706,1.0,2.0,0,2300,,417 Humboldt Street #3L,Williamsburg
9707,2.0,3.0,0,3750,1400,583 Putnam Avenue #4,Stuyvesant Heights
9708,2.0,3.0,0,3200,,19-25 76th Street #1,Astoria
9709,,2.0,0,1595,,1869 Walton Avenue #3,Mt. Hope
9710,1.0,2.0,0,1750,,148 Van Cortlandt Park South #1R,Kingsbridge Heights
9711,2.0,4.0,0,2995,1400,467 Kosciuszko Street #4,Stuyvesant Heights
9712,1.0,1.0,0,2000,,30-85 23rd Street #1,Astoria
9713,1.0,1.0,0,1400,,146 Van Cortlandt Park South #4R,Kingsbridge Heights
9714,1.0,1.0,0,1450,,146 Van Cortlandt Park South #3F,Kingsbridge Heights
9715,1.0,1.0,0,2500,,37-01 Broadway ASTORIA,Astoria
9716,1.0,1.0,0,1795,813,96-08 57th Avenue #COP7B,Corona
9717,1.0,,0,2975,557,95 Wall Street #521,Financial District
9718,1.0,1.0,0,1450,,146 Van Cortlandt Park South #3F,Kingsbridge Heights
9719,1.0,1.0,0,2500,,37-01 Broadway ASTORIA,Astoria
9720,1.0,1.0,0,1400,,146 Van Cortlandt Park South #3R,Kingsbridge Heights
9721,1.0,1.0,0,1550,,1900 Wallace Avenue #1E,Van Nest
9722,1.0,,0,2195,,61-55 Junction Boulevard #9Q,Rego Park
9723,1.0,2.0,0,1900,850,77-32 Main Street #3C,Kew Gardens Hills
9724,1.0,1.0,0,1450,,2132  Wallace Avenue #1B,Bronxdale
9725,2.0,4.0,0,4100,,46 Fort Washington #64,Washington Heights
9726,1.0,1.0,0,3600,,20 West 64th Street #22C,Lincoln Square
9727,1.0,,0,1195,,3025 Grand Concourse #2,Bedford Park
9728,1.0,1.0,0,3150,,315 East 56th Street #4H,Sutton Place
9729,1.0,1.0,0,4595,800,200 North End Avenue #5D,Battery Park City
